"","id","name","styleId","style.name","style.shortName","abv","ibu","srmId","originalGravity","isOrganic"
"1169","oCjXEp","Barrel-Aged Black Hole (Red Wine)",16,"British-Style Imperial Stout","British Imperial Stout",13.1,NA,NA,NA,"N"
"1170","Bt0j5O","Barrel-Aged Black Hole (Rum)",16,"British-Style Imperial Stout","British Imperial Stout",13.1,NA,NA,NA,"N"
"1171","G7sc1s","Barrel-Aged Black Hole (White Wine)",16,"British-Style Imperial Stout","British Imperial Stout",13.1,NA,NA,NA,"N"
"1172","WURdZJ","Barrel-Aged Blackout Stout",43,"American-Style Imperial Stout","American Imperial Stout",10.5,NA,NA,NA,"N"
"1173","byAHJL","Barrel-Aged Blackout Stout",43,"American-Style Imperial Stout","American Imperial Stout",9.5,NA,NA,NA,"N"
"1174","pIoJNc","Barrel-Aged Blackout Stout",43,"American-Style Imperial Stout","American Imperial Stout",9.5,50,NA,NA,"N"
"1175","TgKjp3","Barrel-Aged Blackout Stout",43,"American-Style Imperial Stout","American Imperial Stout",9.5,50,NA,NA,"N"
"1176","J6sCdF","Barrel-Aged Blind Date Ale",70,"Other Belgian-Style Ales","Belgian Ale",7.5,NA,NA,NA,"N"
"1177","mf3rKq","Barrel-Aged Bollocks",17,"British-Style Barley Wine Ale","British Barleywine",12,NA,NA,NA,"N"
"1178","k02KWq","Barrel-Aged Borealis",148,"Open Category Mead","Mead",16,NA,NA,NA,"N"
"1179","m2gh9b","Barrel-Aged Cavernous",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",12.5,60,41,1.146,"N"
"1180","2Y2z2P","Barrel-Aged Church On A Hill",17,"British-Style Barley Wine Ale","British Barleywine",13,NA,NA,NA,"N"
"1181","kF3Wyp","Barrel-Aged Coal Train",104,"Baltic-Style Porter","Baltic Porter",10,26,40,NA,"N"
"1182","qC2gHE","Barrel-Aged Cornice",149,"Common Cider","Common Cider",7.5,NA,NA,NA,"N"
"1183","6VmqMF","Barrel-Aged Dark Crusader",43,"American-Style Imperial Stout","American Imperial Stout",11.5,NA,NA,NA,"N"
"1184","rRr0aC","Barrel-Aged Deduction",58,"Belgian-Style Dubbel","Belgian Dubbel",8,NA,NA,NA,"N"
"1185","NUzqzC","Barrel-aged Devil's Wine Barleywine",34,"American-Style Barley Wine Ale","American Barleywine",11,120,NA,NA,"N"
"1186","EOP8AH","Barrel-Aged Double Pale",31,"Imperial or Double India Pale Ale","Imperial IPA",7.2,64,NA,NA,"N"
"1187","GitYhR","Barrel-Aged Double Porter",158,"American-Style Imperial Porter","American Imperial Porter",13,NA,NA,NA,"N"
"1188","hagBOk","Barrel-Aged Dr. Friend",90,"German-Style Doppelbock","Doppelbock",9.3,22,NA,NA,"N"
"1189","4AFhZD","Barrel-Aged El Paraiso",31,"Imperial or Double India Pale Ale","Imperial IPA",10.3,NA,NA,NA,"N"
"1190","0JHQAX","Barrel-Aged Exaltation",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",14,20,NA,NA,"N"
"1191","aQx6TS","Barrel-Aged Ferme Agrume",72,"French & Belgian-Style Saison","Saison",6.2,NA,NA,NA,"N"
"1192","GKlhca","Barrel-Aged From Russia with Stout",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",10.1,80,NA,NA,"N"
"1193","2ca1fE","Barrel-Aged G.F.Y. Stout",42,"American-Style Stout","American Stout",8,NA,NA,NA,"N"
"1194","4GfJpe","Barrel-Aged German Chocolate Cake",43,"American-Style Imperial Stout","American Imperial Stout",9,NA,NA,NA,"N"
"1195","ewIpof","Barrel-Aged God Damn Pigeon Porter",158,"American-Style Imperial Porter","American Imperial Porter",8.2,NA,NA,NA,"N"
"1196","x15Y95","Barrel-Aged Head High",132,"Wood- and Barrel-Aged Beer","BBL Aged",7.5,NA,NA,NA,"N"
"1197","eWscHy","Barrel-Aged Hi-Fi Rye",34,"American-Style Barley Wine Ale","American Barleywine",11,NA,NA,NA,"N"
"1198","JKcRIJ","Barrel-Aged Hobbit's Habit",13,"Old Ale","Old Ale",9.5,NA,NA,NA,"N"
"1199","m4sf4i","Barrel-Aged HopAnomaly",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",10.6,87,NA,NA,"N"
"1200","AZgmir","Barrel-Aged Hoptimum  (Trip in the Woods)",30,"American-Style India Pale Ale","American IPA",11.5,NA,NA,NA,"N"
"1201","KF7lyq","Barrel-Aged House Of Rye",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",11,52,NA,NA,"N"
"1202","5nOhup","Barrel-Aged Impending Descent",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,NA,NA,"N"
"1203","UXZzfg","Barrel-aged Imperial Coffee Stout",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",9.3,NA,NA,NA,"N"
"1204","uqwHcn","Bastard In The Rye",14,"Strong Ale","Strong Ale",10,NA,NA,NA,"N"
"1205","LAU8lQ","Bastard Kat IPA",30,"American-Style India Pale Ale","American IPA",6.66,70,NA,1.062,"N"
"1206","9IJH3m","Bastarda Rossa Italian Chesnut Ale",125,"Specialty Beer","Specialty",6.5,NA,NA,NA,"N"
"1207","YZLpB1","Bastei Bock",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"1208","wFd11a","Bastei Giesser Dunkel",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"1209","JvuCs9","Bastei Pils",98,"American-Style Pilsener","American Pilsener",4.6,NA,NA,NA,"N"
"1210","FYCUD4","Bastille",71,"French-Style Bière de Garde","Bière de Garde",6.6,NA,NA,NA,"N"
"1211","X4xVnY","Bastille Day",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"1212","GK6Ei3","Bastola",32,"American-Style Amber/Red Ale","Amber",6.9,NA,NA,1.068,"N"
"1213","c0z8ll","Bat Boy Black Lager",84,"German-Style Schwarzbier","Schwarzbier",5.3,22,NA,NA,"N"
"1214","VDjaol","Bat Chit Hazy",30,"American-Style India Pale Ale","American IPA",6.3,15,NA,NA,"N"
"1215","fQNo5r","Bat Flip TIPA",31,"Imperial or Double India Pale Ale","Imperial IPA",10.3,120,NA,NA,"N"
"1216","DsC31o","Bat Outta Helles",78,"Münchner (Munich)-Style Helles","Helles",5,20,NA,1.048,"N"
"1217","KzUuUw","Bat$h!t Crazy",123,"Coffee-Flavored Beer","Coffee Beer",5.6,25,40,1.06,"N"
"1218","vgYV3T","Bat-In-Time",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"1219","MBRf5c","Batata Obscura",158,"American-Style Imperial Porter","American Imperial Porter",9.5,NA,NA,NA,"N"
"1220","wT909b","Batch #019",31,"Imperial or Double India Pale Ale","Imperial IPA",8.2,NA,NA,NA,"N"
"1221","1ilRZq","Batch #021",30,"American-Style India Pale Ale","American IPA",6,NA,NA,NA,"N"
"1222","DGszlM","Batch #023",31,"Imperial or Double India Pale Ale","Imperial IPA",7.5,17,NA,NA,"N"
"1223","wssbxn","Batch #037",40,"American-Style Sour Ale","Sour",5,NA,NA,NA,"N"
"1224","4KWtXw","Batch #1",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"1225","b04Bon","Batch #1",12,"English-Style Brown Ale","English Brown",4.9,25,NA,NA,"N"
"1226","dA71u1","Batch #1",155,"Fruit Cider","Fruit Cider",6,NA,NA,NA,"N"
"1227","zGAVIS","Batch #1",40,"American-Style Sour Ale","Sour",7.3,NA,NA,NA,"N"
"1228","wFNTnv","Batch #1 English IPA",2,"English-Style India Pale Ale","English IPA",5.25,56,NA,1.042,"N"
"1229","dSW1Ja","Batch #1 Stout",21,"Oatmeal Stout","Oatmeal Stout",5,NA,NA,NA,"N"
"1230","raRJ58","Batch #100",30,"American-Style India Pale Ale","American IPA",6.2,60,NA,NA,"N"
"1231","9eiwyE","Batch #1000: Bryeian",41,"American-Style Black Ale","Black Ale",7,NA,NA,NA,"N"
"1232","b11lKD","Batch #100: Session IPA",164,"Session India Pale Ale","Session IPA",4.1,NA,NA,NA,"N"
"1233","xp67oj","Batch #112 Breakfast Stout",44,"Specialty Stouts","Stout",6.6,25,35,NA,"N"
"1234","RGFGia","Batch #126 Black Cherry Sour",40,"American-Style Sour Ale","Sour",7.7,NA,NA,NA,"N"
"1235","LVNJfI","Batch #13 Raspberry Sour",40,"American-Style Sour Ale","Sour",5,1,24,NA,"N"
"1236","wKs5wA","Batch #136",30,"American-Style India Pale Ale","American IPA",6.5,NA,NA,NA,"N"
"1237","5RQFNr","Batch #174 Pomegranate Guava Sour",119,"Fruit Beer","Fruit Beer",8.3,NA,NA,NA,"N"
"1238","iamYea","Batch #1: Belgiweizen (County Line Ales)",125,"Specialty Beer","Specialty",11.15,NA,NA,NA,"N"
"1239","geFhhN","Batch #2",123,"Coffee-Flavored Beer","Coffee Beer",NA,NA,NA,NA,"N"
"1240","K19Hmj","Batch #2",30,"American-Style India Pale Ale","American IPA",6.5,NA,NA,NA,"N"
"1241","x7GusT","Batch #2 Barleywine",34,"American-Style Barley Wine Ale","American Barleywine",NA,NA,NA,NA,"N"
"1242","JGMDZl","Batch #200",62,"Belgian-Style Pale Ale","Belgian Pale",6,29,NA,NA,"Y"
"1243","zGXrc6","Batch #202 Smoked Red Ale",22,"Irish-Style Red Ale","Irish Red",6.6,25,NA,NA,"N"
"1244","JdBpB5","Batch #232 Black Lager",84,"German-Style Schwarzbier","Schwarzbier",5.6,25,NA,NA,"N"
"1245","KuVMo1","Batch #2: Farmhouse (County Line Ales)",72,"French & Belgian-Style Saison","Saison",7.5,NA,NA,NA,"N"
"1246","IxyVqo","Batch #3",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"1247","FWRjfR","Batch #3 Cascara Ipa",30,"American-Style India Pale Ale","American IPA",7,30,NA,NA,"N"
"1248","xlMGE7","Batch #300",32,"American-Style Amber/Red Ale","Amber",8.1,NA,NA,NA,"N"
"1249","Ux6ddR","Bavaria Light",80,"Vienna-Style Lager","Vienna Lager",2.7,NA,NA,NA,"N"
"1250","H98Ewx","Bavaria Premium Pilsener",106,"International-Style Pilsener","International Pilsener",5,20,7,NA,"N"
"1251","QBVJQY","Bavarian Bear",52,"South German-Style Dunkel Weizen / Dunkel Weissbier","Dunkelweizen",4.9,16,NA,NA,"N"
"1252","cYVl4N","Bavarian Bock",3,"Ordinary Bitter","Bitter",NA,NA,NA,NA,"N"
"1253","QDDUax","Bavarian Bombshell",84,"German-Style Schwarzbier","Schwarzbier",7.2,NA,NA,NA,"N"
"1254","xTOUC2","Bavarian Breakfast",102,"American-Style Märzen / Oktoberfest","American Oktoberfest",5.7,23,NA,NA,"N"
"1255","KGNS59","Bavarian Brunette",52,"South German-Style Dunkel Weizen / Dunkel Weissbier","Dunkelweizen",5.3,NA,NA,NA,"N"
"1256","5Umkep","Bavarian Craft Bock",89,"German-Style Heller Bock/Maibock","Maibock",7,25,NA,NA,"N"
"1257","lu3pHR","Bavarian Cream Vanilla Java Porter",18,"Brown Porter","Brown Porter",5,13,NA,NA,"N"
"1258","4KMV4j","Bavarian Dark",37,"American-Style Brown Ale","American Brown",4,NA,NA,NA,"N"
"1259","nR7tKj","Bavarian Dark Wheat Beer",115,"Dark American Wheat Ale or Lager with Yeast","Dark Wheat Ale",5.2,NA,NA,NA,"N"
"1260","sgSEA5","Bavarian Death Machine IPA",30,"American-Style India Pale Ale","American IPA",7.2,80,NA,NA,"Y"
"1261","4ctJaH","Bavarian Dunkel",52,"South German-Style Dunkel Weizen / Dunkel Weissbier","Dunkelweizen",5.5,12,NA,NA,"N"
"1262","dUNJGa","Bavarian Haze",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.3,63,NA,NA,"N"
"1263","os5qNO","Bavarian Hefe",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5,10,NA,NA,"N"
"1264","BzjjdK","Bavarian Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.8,16,NA,1.054,"Y"
"1265","EpGhx6","Bavarian Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5,12,NA,NA,"N"
"1266","hvDHfa","Bavarian Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,13.5,4,NA,"N"
"1267","d2Elgq","Bavarian Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,12,4,NA,"N"
"1268","Wz5XLf","Bavarian Helles",78,"Münchner (Munich)-Style Helles","Helles",NA,NA,NA,NA,"N"
"1269","rTkruQ","Bavarian Helles",78,"Münchner (Munich)-Style Helles","Helles",5,20,4,1.05,"N"
"1270","atRbhv","Bavarian Helles",78,"Münchner (Munich)-Style Helles","Helles",4.6,16,NA,NA,"N"
"1271","fWOmM2","Bavarian Helles Lager",78,"Münchner (Munich)-Style Helles","Helles",NA,NA,NA,NA,"N"
"1272","lINPhL","Bavarian Lager",93,"American-Style Lager","American Lager",5.4,NA,NA,NA,"N"
"1273","rXf0zw","Bavarian Lager",97,"American-Style Premium Lager","American Premium Lager",5,NA,NA,NA,"N"
"1274","KUOVeU","Bavarian Lager",80,"Vienna-Style Lager","Vienna Lager",5.5,18,NA,NA,"N"
"1275","0LZvV1","Bavarian Prince Oktoberfest",81,"German-Style Märzen","Märzen",6.3,30,NA,NA,"N"
"1276","QmwBmz","Bavarian Style Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.3,12,NA,NA,"N"
"1277","eQCB7G","Bavarian Style Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",4.5,NA,NA,NA,"N"
"1278","6w0Ev9","Bavarian Style Select Lager",80,"Vienna-Style Lager","Vienna Lager",4,11,NA,NA,"N"
"1279","SanbUo","Bavarian Table Beer",69,"Belgian-Style Table Beer","Belgian Table Beer",3.9,NA,NA,NA,"N"
"1280","JGeKAe","Bavarian Weiß",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",4,NA,NA,NA,"N"
"1281","adeVuL","Bavarian Weiss",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",NA,NA,NA,NA,"Y"
"1282","t7waVu","Bavarian Weiss",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1283","R80vsN","Bavarian Weiss Beer",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1284","rsecKs","Bavarian Weiss Beer",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1285","9i5SFC","Bavarian Weizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1286","dnVceW","Bavarian Weizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1287","aL6PiB","Bavarian Wheat",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1288","HOwcR9","Bavarian Wheat",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",NA,NA,NA,NA,"N"
"1289","1qqfdS","Bavarian Wheat",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",5.5,11,NA,NA,"N"
"1290","JzR6cK","Bavarian-Styled Doppel Weizen",53,"South German-Style Weizenbock / Weissbock","Weizenbock",9,NA,NA,NA,"N"
"1291","HiGbyu","Bavarian-Weissbier / Weisser Hirsch",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,NA,NA,NA,"N"
"1292","Wcu6yG","Bavarian-Weissbier Hefeweisse",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,NA,NA,NA,"N"
"1293","vh2HoB","Bavaro",69,"Belgian-Style Table Beer","Belgian Table Beer",3.5,NA,NA,NA,"N"
"1294","ltuiUq","Bavik Premium Export",93,"American-Style Lager","American Lager",5,NA,NA,NA,"N"
"1295","9aBuLP","Bavik Premium Pils",76,"Bohemian-Style Pilsener","Bohemian Pilsener",5.2,NA,NA,NA,"N"
"1296","l6USzH","Bavik Super Pils",106,"International-Style Pilsener","International Pilsener",5.2,NA,NA,NA,"N"
"1297","OFw1yl","Baxter",173,"Juicy or Hazy Imperial or Double India Pale Ale","Juicy or Hazy Double IPA",8.8,30,NA,NA,"N"
"1298","93kZft","Bear Mace",104,"Baltic-Style Porter","Baltic Porter",8,NA,NA,NA,"N"
"1299","R8ueJx","BEAR NAKED BLACK LAGER",84,"German-Style Schwarzbier","Schwarzbier",NA,NA,NA,NA,"N"
"1300","2WxaR0","Bear Naked Brown",37,"American-Style Brown Ale","American Brown",5.6,35,NA,NA,"N"
"1301","sSObDW","Bear Paw Honey Lager",93,"American-Style Lager","American Lager",5,NA,NA,NA,"N"
"1302","p2bHtA","Bear Tooth Ale",37,"American-Style Brown Ale","American Brown",6.2,NA,NA,NA,"N"
"1303","kiAvkb","Bear Trap",37,"American-Style Brown Ale","American Brown",6.5,20,NA,NA,"Y"
"1304","XFl3uD","Bear Trap Brown",12,"English-Style Brown Ale","English Brown",4.9,33,NA,NA,"N"
"1305","W3JEsD","Bear Wallow Berliner Weisse",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",3.2,NA,NA,NA,"N"
"1306","HQZer6","Bear's Choice",30,"American-Style India Pale Ale","American IPA",6.3,75,6,NA,"N"
"1307","Kcyo9Q","Bear's Choice",126,"Specialty Honey Lager or Ale","Honey Beer",5.8,18,NA,NA,"N"
"1308","TdiqD4","Bear's Got Wit",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",5,16,NA,NA,"N"
"1309","oywg1J","Bear's Pub Ale",10,"English-Style Pale Mild Ale","English Pale Mild",4.4,25,NA,NA,"N"
"1310","vabNr8","Bear-Ass Wheat",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",4.8,NA,NA,NA,"N"
"1311","ZKoMIW","Beard Beer",125,"Specialty Beer","Specialty",5.6,NA,NA,NA,"N"
"1312","LgeeWf","Beard Bender",149,"Common Cider","Common Cider",6.5,NA,NA,NA,"N"
"1313","9ptrOX","Beard Crumbs",21,"Oatmeal Stout","Oatmeal Stout",7.3,42,NA,NA,"N"
"1314","BqSgXF","Beard Envy",34,"American-Style Barley Wine Ale","American Barleywine",9.3,80,14,NA,"N"
"1315","oURm3F","Beard of Zeus",93,"American-Style Lager","American Lager",4.5,70,NA,NA,"N"
"1316","ngZ1Ta","Beard Tax",16,"British-Style Imperial Stout","British Imperial Stout",9,NA,NA,NA,"N"
"1317","9Hyb5f","Bearded Cowboy",30,"American-Style India Pale Ale","American IPA",7.9,NA,NA,NA,"N"
"1318","hwuB9N","Bearded Dragon Brown I.P.A.",30,"American-Style India Pale Ale","American IPA",6.2,67,NA,NA,"N"
"1319","Hclzqf","Bearded Farmer #1: Hughey",72,"French & Belgian-Style Saison","Saison",6.7,NA,NA,NA,"N"
"1320","26Qnab","Bearded Farmer #2: McCullough",72,"French & Belgian-Style Saison","Saison",6.7,30,NA,NA,"N"
"1321","YpXYyr","Bearded Farmer #3 Thomas",72,"French & Belgian-Style Saison","Saison",7.8,75,NA,NA,"N"
"1322","tW0aWv","Bearded Farmer #4: Taylor",72,"French & Belgian-Style Saison","Saison",6.5,NA,NA,NA,"N"
"1323","TSVMPX","Bearded Gar",71,"French-Style Bière de Garde","Bière de Garde",11.2,NA,NA,NA,"N"
"1324","8HHtfk","Bearded Lady",62,"Belgian-Style Pale Ale","Belgian Pale",NA,NA,NA,NA,"N"
"1325","7tueFs","Bearded Lady",43,"American-Style Imperial Stout","American Imperial Stout",10.5,NA,NA,NA,"N"
"1326","3d7cIY","Bearded Lady Barrel Aged Bourbon Dessert Edition",43,"American-Style Imperial Stout","American Imperial Stout",10.5,NA,NA,NA,"N"
"1327","FTnGgE","Bearded Maiden Australian Sparkling Ale",125,"Specialty Beer","Specialty",4.5,28,NA,NA,"N"
"1328","kP92nj","Bearded Pat's Barley Wine",34,"American-Style Barley Wine Ale","American Barleywine",11,89.8,NA,NA,"N"
"1329","DCBYfK","Bearded Pig",109,"American-Style Cream Ale or Lager","Cream Ale",NA,NA,NA,NA,"N"
"1330","cDfGW2","Bearded Saint",148,"Open Category Mead","Mead",8,NA,NA,NA,"N"
"1331","YxR6se","Bearded Seal",23,"Classic Irish-Style Dry Stout","Dry Irish Stout",6.1,NA,NA,NA,"N"
"1332","acvBvy","Bearded Stranger",37,"American-Style Brown Ale","American Brown",6.2,32,NA,NA,"N"
"1333","ESBZ87","Beardliner",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",4,2,NA,NA,"N"
"1334","Lwp6dt","Beardo",2,"English-Style India Pale Ale","English IPA",6,NA,NA,NA,"N"
"1335","TpSg8X","Beardy Guard",71,"French-Style Bière de Garde","Bière de Garde",6.3,27,NA,NA,"N"
"1336","d4b85A","Bearface Lager",107,"Dry Lager","Dry Lager",NA,NA,NA,NA,"N"
"1337","muKb0U","Bearfence",31,"Imperial or Double India Pale Ale","Imperial IPA",7.6,NA,NA,NA,"N"
"1338","DKSSsl","Bearhat Sour Brown",40,"American-Style Sour Ale","Sour",5.7,15,NA,NA,"N"
"1339","UPQuYE","Bearleener",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",3.8,NA,NA,NA,"N"
"1340","YO1uwQ","Bearley Legal Honey Blonde",36,"Golden or Blonde Ale","Blonde",6.5,NA,NA,NA,"N"
"1341","gFAH76","Bearliner Weisse",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",4,NA,NA,NA,"N"
"1342","j9r4ch","Bearpaw Brown Ale",37,"American-Style Brown Ale","American Brown",5.5,NA,NA,NA,"N"
"1343","s2OAV3","Bears in the Woods Brown",37,"American-Style Brown Ale","American Brown",5.5,NA,NA,NA,"N"
"1344","4jKDXK","Beer Camp: West Coast DIPA",31,"Imperial or Double India Pale Ale","Imperial IPA",8.2,65,NA,1.075,"N"
"1345","h331gl","Beer Camp: White IPA with Yuzu",30,"American-Style India Pale Ale","American IPA",7,20,NA,1.065,"N"
"1346","RLULdA","Beer Dad",17,"British-Style Barley Wine Ale","British Barleywine",11,NA,NA,NA,"N"
"1347","MH6fh4","Beer Du Jour",30,"American-Style India Pale Ale","American IPA",6.5,30,NA,NA,"N"
"1348","2QH9GI","Beer Engine Snobs",81,"German-Style Märzen","Märzen",6.5,NA,NA,NA,"N"
"1349","rpJOkW","Beer Esteem",97,"American-Style Premium Lager","American Premium Lager",5.6,NA,NA,NA,"N"
"1350","rEjfSR","Beer for Breakfast",42,"American-Style Stout","American Stout",7.4,30,NA,NA,"N"
"1351","JWomHs","Beer For My Horses",21,"Oatmeal Stout","Oatmeal Stout",5.9,25,NA,NA,"Y"
"1352","muLsh6","Beer Friends Hoppy Lager",93,"American-Style Lager","American Lager",5.9,80,NA,NA,"N"
"1353","smRuje","Beer Garden Bock",88,"Traditional German-Style Bock","Bock",8,NA,NA,NA,"N"
"1354","CWer3Y","Beer Garden Kolsch",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",4.7,NA,NA,NA,"Y"
"1355","Qbvfpt","Beer Geek Barrel Aged Daydream",43,"American-Style Imperial Stout","American Imperial Stout",13.5,NA,NA,NA,"N"
"1356","AfA7AU","Beer Geek Big Blend",21,"Oatmeal Stout","Oatmeal Stout",8,NA,NA,NA,"N"
"1357","V5q2uy","Beer Geek Breakfast",42,"American-Style Stout","American Stout",7.5,NA,NA,NA,"N"
"1358","cwMnEx","Beer Geek Breakfast",21,"Oatmeal Stout","Oatmeal Stout",7.5,NA,NA,NA,"N"
"1359","TZD5Gr","Beer Geek Breakfast (Barrel Aged in Cherry Wine Barrels)",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"1360","EcRTQE","Beer Geek Breakfast (Barrel Aged in Tequila Barrels)",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"1361","cIifGn","Beer Geek Breakfast (Fermented in Oak Tanks)",21,"Oatmeal Stout","Oatmeal Stout",7.5,NA,NA,NA,"N"
"1362","m5HJ4y","Beer Geek Breakfast Barrel Aged Bourbon",43,"American-Style Imperial Stout","American Imperial Stout",7.5,NA,NA,NA,"N"
"1363","qwAHZf","Beer Geek Breakfast Barrel Aged Calvados",21,"Oatmeal Stout","Oatmeal Stout",7.5,NA,NA,NA,"N"
"1364","5iMaqg","Beer Geek Brunch",43,"American-Style Imperial Stout","American Imperial Stout",10.9,25,NA,NA,"N"
"1365","XABJ1W","Beer Geek Brunch of Nuts",21,"Oatmeal Stout","Oatmeal Stout",10.9,NA,NA,NA,"N"
"1366","LB72Ij","Beer Geek Brunch One-for-One",16,"British-Style Imperial Stout","British Imperial Stout",10,NA,NA,NA,"N"
"1367","Cw7dxT","Beer Geek Brunch Triple Coffee",43,"American-Style Imperial Stout","American Imperial Stout",13,NA,NA,NA,"N"
"1368","d7JS8D","Beer Geek Brunch Weasel",21,"Oatmeal Stout","Oatmeal Stout",10.9,NA,NA,NA,"N"
"1369","Ko1tTk","Beer Geek Brunch Weasel (Aged in Slyrs Whisky Barrels)",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"1370","S3sU4a","Beer Geek Brunch Weasel (Bourbon Edition)",16,"British-Style Imperial Stout","British Imperial Stout",10.9,NA,NA,NA,"N"
"1371","rJhvSk","Beer Geek Brunch Weasel 2014 BA Cognac",43,"American-Style Imperial Stout","American Imperial Stout",10.9,NA,NA,NA,"N"
"1372","FWQRyp","Beer Geek Brunch Weasel Barrel Aged Calvados",43,"American-Style Imperial Stout","American Imperial Stout",10.9,NA,NA,NA,"N"
"1373","2OFZoO","Beer Geek Brunch Weasel Barrel Aged Cognac",43,"American-Style Imperial Stout","American Imperial Stout",10.9,NA,NA,NA,"N"
"1374","9Z9C5X","Beer Geek Brunch Weasel Barrel Aged Islay",43,"American-Style Imperial Stout","American Imperial Stout",10.9,NA,NA,NA,"N"
"1375","rFUH7Q","Beer Geek Brunch Weasel(Barrel Aged in Slyrs Whisky Barrels)",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"1376","AZEHel","Beer Geek Cocoa Shake",21,"Oatmeal Stout","Oatmeal Stout",12.1,NA,NA,NA,"N"
"1377","LyxDVA","Beer Geek Cocoa Shake Bourbon BA",43,"American-Style Imperial Stout","American Imperial Stout",13,NA,NA,NA,"N"
"1378","sYJ92d","Beer Geek Daydream",44,"Specialty Stouts","Stout",12,NA,NA,NA,"N"
"1379","eykKxR","Beer Geek Dessert",21,"Oatmeal Stout","Oatmeal Stout",11,NA,41,NA,"N"
"1380","CtmZFl","Beer Geek Flat Black",21,"Oatmeal Stout","Oatmeal Stout",7.5,0,NA,NA,"N"
"1381","kCQLgE","Beer Geek Flat White",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"1382","LYEkUw","Beer Geek Fudgesicle",21,"Oatmeal Stout","Oatmeal Stout",12,NA,NA,NA,"N"
"1383","G7vBP6","Beer Geek Helles",78,"Münchner (Munich)-Style Helles","Helles",4.9,NA,NA,NA,"N"
"1384","HyAFBr","Beer Geek Limfjordsporter",104,"Baltic-Style Porter","Baltic Porter",7.7,NA,NA,NA,"N"
"1385","ZOYDt8","Beer Geek Mus",16,"British-Style Imperial Stout","British Imperial Stout",3.5,NA,NA,NA,"N"
"1386","hbMvzt","Beer Geek Riesling",145,"Other Fruit Melomel","Fruit Melomel",11,NA,NA,NA,"N"
"1387","8JFc3o","Beer Geek Rodeo",43,"American-Style Imperial Stout","American Imperial Stout",10.1,53,NA,1.088,"N"
